LOCALITY,FILEDATE,ISSUED,NOT_ISSUED,PROVISIONAL,DELETED,MARKED,ON_MACHINE,PRE_PROCESSED,FWAB,MAIL_IN,COUNTABLE,MILITARY,OVERSEAS,TEMPORARY,MILITARY_COUNTABLE,OVERSEAS_COUNTABLE,TEMPORARY_COUNTABLE,MILITARY_ISSUED,OVERSEAS_ISSUED,TEMPORARY_ISSUED,COUNTABLE_HIGH_PROP_NG,COUNTABLE_MED_PROP_NG,COUNTABLE_ZERO_PROP_NG
Manassas City,25-Oct-2025 05:00:01,833,0,0,111,175,2747,809,0,984,3731,58,36,0,24,7,0,31,25,0,2882,799,50
Manassas City,26-Oct-2025 05:00:01,820,0,0,116,188,2956,809,0,997,3953,58,36,0,24,7,0,31,25,0,3023,874,56
Manassas City,27-Oct-2025 05:00:01,820,0,0,117,188,2956,809,0,997,3953,58,36,0,24,7,0,31,25,0,3023,874,56
Manassas City,28-Oct-2025 05:00:02,763,0,0,121,239,3098,809,0,1048,4146,60,37,0,27,11,0,30,22,0,3146,938,62
Manassas City,29-Oct-2025 05:00:02,757,0,1,121,245,3255,808,0,1053,4309,60,37,0,27,12,0,30,21,0,3268,974,67
Manassas City,30-Oct-2025 05:00:02,719,0,2,121,40,3255,1052,0,1092,4349,60,37,0,27,12,0,30,21,0,3284,994,71
Manassas City,31-Oct-2025 05:00:02,673,0,3,126,83,3635,1052,0,1135,4773,63,38,0,30,15,0,30,19,0,3546,1138,89
Manassas City,01-Nov-2025 05:00:02,646,0,4,133,102,3953,1052,0,1154,5111,66,38,0,35,15,0,28,19,0,3745,1267,99
Manassas City,02-Nov-2025 05:00:01,602,0,8,150,138,4446,1052,0,1190,5644,70,39,0,41,16,0,26,18,0,4049,1471,124
Manassas City,03-Nov-2025 05:00:02,593,0,8,150,147,4446,1052,0,1199,5653,70,39,0,41,16,0,26,18,0,4052,1477,124
Manassas City,04-Nov-2025 05:00:01,545,0,8,150,194,4446,1052,0,1246,5700,70,39,0,43,16,0,24,18,0,4074,1501,125
Manassas City,05-Nov-2025 05:00:02,491,0,8,150,1,4446,1299,0,1300,5754,70,39,0,43,16,0,24,18,0,4099,1526,129
Manassas City,06-Nov-2025 05:00:02,458,0,32,150,35,4446,1299,0,1334,5812,70,39,0,43,17,0,24,17,0,4114,1552,146
Manassas City,07-Nov-2025 05:00:02,439,0,79,150,54,4446,1299,0,1353,5878,70,39,0,43,17,0,24,17,0,4121,1581,176
Manassas City,08-Nov-2025 05:00:01,437,0,93,151,0,4446,1353,0,1353,5892,70,39,0,43,17,0,24,17,0,4121,1585,186
Manassas City,09-Nov-2025 05:00:02,437,0,93,151,0,4446,1353,0,1353,5892,70,39,0,43,17,0,24,17,0,4121,1585,186
Manassas City,10-Nov-2025 05:00:02,437,0,93,151,0,4446,1353,0,1353,5892,70,39,0,43,17,0,24,17,0,4121,1585,186
Manassas Park City,17-Sep-2025 22:01:55,521,94,0,8,0,0,0,0,0,0,10,16,0,0,0,0,10,16,0,0,0,0
Manassas Park City,18-Sep-2025 05:00:02,521,94,0,8,0,0,0,0,0,0,10,16,0,0,0,0,10,16,0,0,0,0
Manassas Park City,19-Sep-2025 05:00:02,521,94,0,8,0,0,0,0,0,0,10,16,0,0,0,0,10,16,0,0,0,0
Manassas Park City,20-Sep-2025 05:00:01,521,95,0,8,0,82,0,0,0,82,11,17,0,1,1,0,10,16,0,68,13,1
Manassas Park City,21-Sep-2025 05:00:03,520,95,0,9,0,82,0,0,0,82,11,17,0,1,1,0,10,16,0,68,13,1
Manassas Park City,22-Sep-2025 05:00:02,520,95,0,9,0,82,0,0,0,82,11,17,0,1,1,0,10,16,0,68,13,1
Manassas Park City,23-Sep-2025 05:00:01,523,95,0,11,0,121,0,0,0,121,12,17,0,2,1,0,10,16,0,101,17,3
Manassas Park City,24-Sep-2025 05:00:01,524,95,0,11,2,147,0,0,2,149,13,17,0,2,1,0,11,16,0,121,25,3
Manassas Park City,25-Sep-2025 05:00:02,497,93,0,11,8,167,0,0,8,175,13,17,0,2,1,0,10,16,0,141,31,3
Manassas Park City,26-Sep-2025 05:00:02,567,0,0,11,33,192,0,0,33,225,13,19,0,2,3,0,10,16,0,180,40,5
Manassas Park City,29-Sep-2025 17:00:02,497,0,0,13,102,243,0,0,102,345,14,19,0,3,3,0,10,16,0,258,81,6
Manassas Park City,29-Sep-2025 17:35:10,497,0,0,13,102,243,0,0,102,345,14,19,0,3,3,0,10,16,0,258,81,6
Manassas Park City,30-Sep-2025 05:00:02,497,0,0,13,102,243,0,0,102,345,14,20,0,3,3,0,10,17,0,258,81,6
Manassas Park City,01-Oct-2025 05:00:02,493,0,0,14,106,258,0,0,106,364,14,20,0,3,3,0,10,17,0,271,86,7
Manassas Park City,02-Oct-2025 05:00:01,468,0,0,14,131,279,0,0,131,410,14,20,0,3,3,0,10,17,0,303,98,9
Manassas Park City,03-Oct-2025 05:00:02,454,0,0,14,147,301,0,0,147,448,14,20,0,3,3,0,10,17,0,331,108,9
Manassas Park City,04-Oct-2025 05:00:02,448,0,0,16,154,321,0,0,154,475,14,20,0,3,3,0,10,17,0,345,119,11
Manassas Park City,05-Oct-2025 05:00:01,448,0,0,16,154,321,0,0,154,475,14,20,0,3,3,0,10,17,0,345,119,11
Manassas Park City,06-Oct-2025 05:00:01,448,0,0,16,154,321,0,0,154,475,14,20,0,3,3,0,10,17,0,345,119,11
Manassas Park City,07-Oct-2025 05:00:01,410,0,0,16,195,343,0,0,195,538,14,20,0,3,3,0,10,17,0,388,138,12
Manassas Park City,08-Oct-2025 05:00:02,414,0,0,17,195,361,0,0,195,556,14,20,0,3,3,0,10,17,0,402,141,13
Manassas Park City,09-Oct-2025 05:00:02,397,0,0,18,212,380,0,0,212,592,14,20,0,3,3,0,10,17,0,426,152,14
Manassas Park City,10-Oct-2025 05:00:02,384,0,0,18,227,399,0,0,227,626,14,20,0,4,3,0,9,17,0,444,168,14
Manassas Park City,11-Oct-2025 05:00:01,383,0,0,18,232,423,0,0,232,655,14,20,0,4,3,0,9,17,0,463,178,14
Manassas Park City,12-Oct-2025 05:00:02,383,0,0,18,232,423,0,0,232,655,14,20,0,4,3,0,9,17,0,463,178,14
Manassas Park City,13-Oct-2025 05:00:01,383,0,0,18,232,423,0,0,232,655,14,20,0,4,3,0,9,17,0,463,178,14
Manassas Park City,14-Oct-2025 05:00:01,383,0,0,18,232,423,0,0,232,655,14,20,0,4,3,0,9,17,0,463,178,14
Manassas Park City,15-Oct-2025 05:00:02,371,0,0,19,247,449,0,0,247,696,14,20,0,4,3,0,9,17,0,489,190,17
Manassas Park City,16-Oct-2025 05:00:01,368,0,0,20,251,465,0,0,251,716,15,20,0,5,3,0,9,17,0,504,194,18
Manassas Park City,17-Oct-2025 05:00:02,357,0,0,21,264,479,0,0,264,743,15,20,0,5,3,0,9,17,0,523,201,19
Manassas Park City,18-Oct-2025 05:00:02,342,0,0,22,280,522,0,0,280,802,16,20,0,6,3,0,9,17,0,558,221,23
Manassas Park City,19-Oct-2025 05:00:02,342,0,0,22,280,522,0,0,280,802,16,20,0,6,3,0,9,17,0,558,221,23
Manassas Park City,20-Oct-2025 05:00:01,342,0,0,22,280,522,0,0,280,802,16,20,0,6,3,0,9,17,0,558,221,23
Manassas Park City,21-Oct-2025 05:00:02,328,0,0,22,295,553,0,0,295,848,17,20,0,7,4,0,9,16,0,584,237,27
Manassas Park City,22-Oct-2025 05:00:01,324,0,0,24,301,593,0,0,301,894,18,20,0,8,4,0,9,16,0,615,251,28
Manassas Park City,23-Oct-2025 05:00:03,312,0,0,25,317,619,0,0,317,936,18,20,0,8,4,0,9,16,0,647,259,30
Manassas Park City,24-Oct-2025 05:00:02,303,0,0,28,329,650,0,0,329,979,18,20,0,9,4,0,8,16,0,671,276,32
Manassas Park City,25-Oct-2025 05:00:01,294,0,0,31,339,711,0,0,339,1050,18,20,0,9,4,0,8,16,0,720,296,34
Manassas Park City,26-Oct-2025 05:00:01,290,0,0,33,342,819,0,0,342,1161,19,20,0,10,4,0,8,16,0,780,342,39
Manassas Park City,27-Oct-2025 05:00:01,290,0,0,33,342,819,0,0,342,1161,19,20,0,10,4,0,8,16,0,780,342,39
Manassas Park City,28-Oct-2025 05:00:02,268,0,0,34,361,869,0,0,361,1230,20,21,0,11,5,0,8,16,0,816,374,40
Manassas Park City,29-Oct-2025 05:00:02,267,0,0,35,5,930,356,0,361,1291,20,21,0,11,5,0,8,16,0,850,398,43
Manassas Park City,30-Oct-2025 05:00:02,252,0,0,36,18,981,356,0,374,1355,22,21,0,13,5,0,8,16,0,881,427,47
Manassas Park City,31-Oct-2025 05:00:02,235,0,0,37,34,1063,356,0,390,1453,22,21,0,13,5,0,8,16,0,931,472,50
Manassas Park City,01-Nov-2025 05:00:02,222,0,3,39,46,1208,356,0,402,1613,23,21,0,14,5,0,8,16,0,1014,542,57
Manassas Park City,02-Nov-2025 05:00:01,205,0,5,41,60,1455,356,0,416,1876,26,21,0,17,5,0,8,16,0,1128,673,75
Manassas Park City,03-Nov-2025 05:00:02,205,0,5,41,60,1455,356,0,416,1876,26,21,0,17,5,0,8,16,0,1128,673,75
Manassas Park City,04-Nov-2025 05:00:01,200,0,5,41,67,1455,356,0,423,1883,26,21,0,17,5,0,8,16,0,1130,678,75
Manassas Park City,05-Nov-2025 05:00:02,200,0,5,41,67,1455,356,0,423,1883,26,21,0,17,5,0,8,16,0,1130,678,75
Manassas Park City,06-Nov-2025 05:00:02,174,0,5,41,90,1455,356,0,446,1906,26,21,0,17,5,0,8,16,0,1136,693,77
Manassas Park City,07-Nov-2025 05:00:02,167,0,5,41,97,1455,356,0,453,1913,26,21,0,17,5,0,8,16,0,1137,698,78
Manassas Park City,08-Nov-2025 05:00:01,165,0,5,41,98,1455,356,0,454,1914,26,21,0,17,5,0,8,16,0,1137,698,79
Manassas Park City,09-Nov-2025 05:00:02,165,0,5,41,98,1455,356,0,454,1914,26,21,0,17,5,0,8,16,0,1137,698,79
Manassas Park City,10-Nov-2025 05:00:02,165,0,5,41,98,1455,356,0,454,1914,26,21,0,17,5,0,8,16,0,1137,698,79
Prince William County,17-Sep-2025 22:01:55,26505,0,0,242,0,0,0,0,0,0,676,795,0,0,0,0,661,792,0,0,0,0
Prince William County,18-Sep-2025 05:00:02,26541,0,0,253,0,0,0,0,0,0,677,793,0,0,0,0,662,790,0,0,0,0
Prince William County,19-Sep-2025 05:00:02,26584,0,0,259,0,0,0,0,0,0,677,793,0,0,0,0,662,790,0,0,0,0
Prince William County,20-Sep-2025 05:00:01,26676,0,0,276,2,610,0,0,2,612,685,796,0,8,2,0,660,790,0,546,60,6
Prince William County,21-Sep-2025 05:00:03,26675,0,0,277,2,610,0,0,2,612,685,796,0,8,2,0,660,790,0,546,60,6
Prince William County,22-Sep-2025 05:00:02,26675,0,0,277,2,610,0,0,2,612,685,796,0,8,2,0,660,790,0,546,60,6
Prince William County,23-Sep-2025 05:00:01,26766,0,0,311,40,997,0,0,40,1037,690,796,0,14,4,0,659,788,0,913,113,11
Prince William County,24-Sep-2025 05:00:01,26710,0,0,328,45,1440,0,0,45,1485,697,800,0,18,5,0,655,791,0,1301,167,17
Prince William County,25-Sep-2025 05:00:02,24945,0,0,348,2002,1747,0,0,2002,3749,698,805,0,19,6,0,655,793,0,2984,734,31
Prince William County,26-Sep-2025 05:00:02,23230,0,0,360,3647,2028,0,0,3647,5675,706,807,0,32,11,0,649,787,0,4341,1287,47
Prince William County,29-Sep-2025 17:00:02,21367,0,0,390,5246,2397,0,0,5246,7643,715,810,0,56,18,0,619,781,0,5729,1848,66
Prince William County,29-Sep-2025 17:35:10,21397,0,0,393,5246,2674,0,0,5246,7920,716,810,0,57,18,0,619,781,0,5967,1884,69
Prince William County,30-Sep-2025 05:00:02,21398,0,0,397,5246,2674,0,0,5246,7920,713,807,0,57,16,0,616,783,0,5967,1884,69
Prince William County,01-Oct-2025 05:00:02,19996,0,0,417,6678,2909,0,0,6678,9587,720,807,0,75,25,0,601,773,0,7073,2430,84
Prince William County,02-Oct-2025 05:00:01,19976,0,0,426,6763,2909,0,0,6763,9672,720,809,0,76,25,0,600,775,0,7130,2458,84
Prince William County,03-Oct-2025 05:00:02,19467,0,0,450,7305,3527,0,0,7305,10832,723,810,0,82,29,0,597,772,0,7988,2743,101
Prince William County,04-Oct-2025 05:00:02,18859,0,0,468,8052,3886,0,0,8052,11938,732,813,0,101,33,0,584,771,0,8765,3057,116
Prince William County,05-Oct-2025 05:00:01,18859,0,0,468,8052,3886,0,0,8052,11938,732,813,0,101,33,0,584,771,0,8765,3057,116
Prince William County,06-Oct-2025 05:00:01,18859,0,0,468,8052,3886,0,0,8052,11938,732,813,0,101,33,0,584,771,0,8765,3057,116
Prince William County,07-Oct-2025 05:00:01,18513,1,0,490,8690,4145,0,0,8690,12835,733,813,0,108,35,0,548,769,0,9378,3323,134
Prince William County,08-Oct-2025 05:00:02,17489,1,0,512,9772,4482,0,0,9772,14254,742,817,0,122,43,0,537,764,0,10347,3749,158
Prince William County,09-Oct-2025 05:00:02,17486,1,0,520,9834,4482,0,0,9834,14316,741,817,0,125,50,0,533,757,0,10395,3762,159
Prince William County,10-Oct-2025 05:00:02,16982,1,0,551,10468,5062,0,0,10468,15530,745,822,0,133,55,0,530,757,0,11259,4095,176
Prince William County,11-Oct-2025 05:00:01,16619,1,0,577,10942,5470,0,0,10942,16412,757,826,0,147,66,0,526,747,0,11842,4371,199
Prince William County,12-Oct-2025 05:00:02,16619,1,0,577,10942,5470,0,0,10942,16412,757,826,0,147,66,0,526,747,0,11842,4371,199
Prince William County,13-Oct-2025 05:00:01,16813,1,0,582,10942,5470,0,0,10942,16412,757,826,0,147,66,0,526,747,0,11842,4371,199
Prince William County,14-Oct-2025 05:00:01,16869,1,0,602,11003,5766,0,0,11003,16769,764,827,0,160,71,0,519,740,0,12063,4497,209
Prince William County,15-Oct-2025 05:00:02,16960,1,0,619,11022,6080,0,0,11022,17102,771,827,0,165,71,0,521,740,0,12301,4581,220
Prince William County,16-Oct-2025 05:00:01,15687,1,0,638,12351,6385,0,0,12351,18736,781,830,0,185,84,0,507,729,0,13311,5170,255
Prince William County,17-Oct-2025 05:00:02,15771,0,0,651,9208,6636,3194,0,12402,19038,786,830,0,187,87,0,510,726,0,13538,5236,264
Prince William County,18-Oct-2025 05:00:02,15462,0,0,663,9622,7055,3194,0,12816,19871,793,828,0,201,93,0,506,717,0,14067,5512,292
Prince William County,19-Oct-2025 05:00:02,15461,0,0,664,9622,7055,3194,0,12816,19871,793,828,0,201,93,0,506,717,0,14067,5512,292
Prince William County,20-Oct-2025 05:00:01,15530,0,0,724,9622,11395,3194,0,12816,24211,870,842,0,275,108,0,508,714,0,17220,6619,372
Prince William County,21-Oct-2025 05:00:02,14983,0,0,791,10233,15460,3194,0,13427,28887,933,857,0,332,121,0,511,716,0,20910,7545,432
Prince William County,22-Oct-2025 05:00:01,13912,0,0,852,11353,18876,3194,0,14547,33423,988,860,0,389,150,0,507,689,0,24225,8689,509
Prince William County,23-Oct-2025 05:00:03,13731,0,0,909,8504,22646,6342,0,14846,37492,1039,863,0,443,161,0,504,677,0,27251,9629,612
Prince William County,24-Oct-2025 05:00:02,13222,0,0,972,8709,25220,6742,0,15451,40671,1084,870,0,485,172,0,504,669,0,29479,10502,690
Prince William County,25-Oct-2025 05:00:01,12948,0,0,1037,5350,28106,10510,0,15860,43966,1125,876,0,529,183,0,500,665,0,31793,11411,762
Prince William County,26-Oct-2025 05:00:01,12921,0,0,1090,5381,31893,10510,0,15891,47784,1180,881,0,583,189,0,501,663,0,34277,12611,896
Prince William County,27-Oct-2025 05:00:01,12929,0,0,1090,5381,31893,10510,0,15891,47784,1180,881,0,583,189,0,501,663,0,34277,12611,896
Prince William County,28-Oct-2025 05:00:02,12139,0,36,1122,6122,34664,10510,2,16632,51334,1221,886,0,633,212,0,492,643,0,36653,13660,1021
Prince William County,29-Oct-2025 05:00:02,11418,0,62,1162,4581,37320,12685,2,17266,54650,1269,888,0,685,222,0,488,635,0,38769,14733,1148
Prince William County,30-Oct-2025 05:00:02,11267,0,85,1217,407,41128,16978,2,17385,58600,1348,891,0,766,229,0,485,630,0,41356,15952,1292
Prince William County,31-Oct-2025 05:00:02,10643,0,113,1275,879,44063,17067,2,17946,62124,1391,892,0,814,235,0,479,625,0,43568,17134,1422
Prince William County,01-Nov-2025 05:00:02,10097,0,139,1345,683,48625,17785,2,18468,67234,1489,895,0,917,242,0,473,621,0,46688,18946,1600
Prince William County,02-Nov-2025 05:00:01,9991,0,228,1468,696,56103,17785,2,18481,74814,1634,904,0,1062,251,0,467,618,0,50872,22049,1893
Prince William County,03-Nov-2025 05:00:02,9990,0,254,1469,696,56103,17785,2,18481,74840,1636,904,0,1064,251,0,467,617,0,50872,22049,1919
Prince William County,04-Nov-2025 05:00:01,8976,0,255,1469,1703,56104,17786,2,19489,75850,1636,904,0,1075,266,0,456,602,0,51317,22550,1983
Prince William County,05-Nov-2025 05:00:02,8359,0,255,1492,2309,56105,17786,2,20095,76457,1636,904,0,1094,273,0,437,594,0,51516,22911,2030
Prince William County,06-Nov-2025 05:00:02,7546,0,255,1492,3096,56105,17786,2,20882,77244,1637,903,0,1100,276,0,432,590,0,51865,23316,2063
Prince William County,07-Nov-2025 05:00:02,6954,0,255,1492,3670,56105,17786,2,21456,77818,1637,903,0,1106,282,0,426,584,0,52057,23665,2096
Prince William County,08-Nov-2025 05:00:01,6629,0,255,1497,3983,56105,17786,5,21769,78134,1637,907,0,1112,293,0,420,573,0,52139,23872,2123
Prince William County,09-Nov-2025 05:00:02,6629,0,255,1497,3983,56105,17786,5,21769,78134,1637,907,0,1112,293,0,420,573,0,52139,23872,2123
Prince William County,10-Nov-2025 05:00:02,6629,0,255,1497,3983,56105,17786,5,21769,78134,1637,907,0,1112,293,0,420,573,0,52139,23872,2123
