SOURCE_LOCALITY,FILEDATE,ISSUED,NOT_ISSUED,PROVISIONAL,DELETED,MARKED,ON_MACHINE,PRE_PROCESSED,FWAB,MAIL_IN,COUNTABLE,MILITARY,OVERSEAS,TEMPORARY,MILITARY_COUNTABLE,OVERSEAS_COUNTABLE,TEMPORARY_COUNTABLE,MILITARY_ISSUED,OVERSEAS_ISSUED,TEMPORARY_ISSUED,COUNTABLE_HIGH_PROP_NG,COUNTABLE_MED_PROP_NG,COUNTABLE_ZERO_PROP_NG
ALEXANDRIA CITY,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
FAIRFAX CITY,20-Sep-2024 06:00:01,1667,0,0,127,0,0,0,0,0,0,17,59,0,0,0,0,16,50,0,0,0,0
FAIRFAX CITY,21-Sep-2024 06:00:01,1686,0,0,128,0,281,0,0,0,281,18,82,0,3,3,0,14,68,0,223,49,9
FAIRFAX CITY,22-Sep-2024 06:00:01,1686,0,0,128,0,281,0,0,0,281,18,82,0,3,3,0,14,68,0,223,49,9
FAIRFAX CITY,23-Sep-2024 06:00:01,1686,0,0,128,0,281,0,0,0,281,18,82,0,3,3,0,14,68,0,223,49,9
FAIRFAX CITY,24-Sep-2024 06:00:02,1709,0,0,128,0,443,0,0,0,443,19,86,0,3,3,0,15,72,0,342,83,18
FAIRFAX CITY,25-Sep-2024 06:00:01,1694,0,0,131,15,553,0,0,15,568,22,88,0,6,5,0,15,72,0,441,104,23
FAIRFAX CITY,26-Sep-2024 06:00:02,1692,0,0,137,37,660,0,0,37,697,22,88,0,6,5,0,15,72,0,546,123,28
FAIRFAX CITY,27-Sep-2024 06:00:01,1682,0,0,144,53,761,0,0,53,814,24,89,0,8,6,0,15,72,0,627,154,33
FAIRFAX CITY,28-Sep-2024 07:31:19,1635,0,0,144,108,761,0,0,108,869,26,98,0,8,6,0,17,81,0,662,173,34
FAIRFAX CITY,29-Sep-2024 06:00:01,1635,0,0,144,108,761,0,0,108,869,26,98,0,8,6,0,17,81,0,662,173,34
FAIRFAX CITY,30-Sep-2024 06:00:01,1635,0,0,144,108,761,0,0,108,869,26,98,0,8,6,0,17,81,0,662,173,34
FAIRFAX CITY,01-Oct-2024 06:00:02,1516,0,0,159,252,1019,0,0,252,1271,30,98,0,12,6,0,17,81,0,951,270,50
FAIRFAX CITY,02-Oct-2024 06:00:01,1490,0,0,170,276,1147,0,0,276,1423,31,101,0,12,6,0,18,84,0,1058,308,57
FAIRFAX CITY,03-Oct-2024 06:00:02,1413,0,0,172,345,1239,0,0,345,1584,33,101,0,14,6,0,18,84,0,1178,340,66
FAIRFAX CITY,04-Oct-2024 06:00:01,1401,0,0,174,369,1372,0,0,369,1741,34,101,0,16,6,0,17,84,0,1299,372,70
FAIRFAX CITY,05-Oct-2024 06:00:02,1375,0,0,180,430,1372,0,0,430,1802,35,107,0,16,6,0,18,88,0,1346,382,74
FAIRFAX CITY,06-Oct-2024 06:00:01,1375,0,0,180,430,1372,0,0,430,1802,35,107,0,16,6,0,18,88,0,1346,382,74
FAIRFAX CITY,07-Oct-2024 06:00:01,1375,0,0,180,430,1372,0,0,430,1802,35,107,0,16,6,0,18,88,0,1346,382,74
FAIRFAX CITY,08-Oct-2024 06:00:01,1260,0,0,197,545,1669,0,0,545,2214,36,107,0,17,8,0,18,86,0,1602,507,105
FAIRFAX CITY,09-Oct-2024 06:00:02,1263,0,0,199,558,1771,0,0,558,2329,37,108,0,20,10,0,16,85,0,1687,530,112
FAIRFAX CITY,10-Oct-2024 06:00:01,1255,0,0,203,614,1869,0,0,614,2483,37,108,0,20,11,0,16,84,0,1791,564,128
FAIRFAX CITY,11-Oct-2024 06:00:01,1217,0,0,206,661,1992,0,0,661,2653,37,119,0,20,17,0,16,89,0,1903,613,137
FAIRFAX CITY,12-Oct-2024 06:00:02,1202,0,0,212,695,2169,0,0,695,2864,38,119,0,21,18,0,16,88,0,2036,669,159
FAIRFAX CITY,13-Oct-2024 06:00:01,1202,0,0,212,695,2169,0,0,695,2864,38,119,0,21,18,0,16,88,0,2036,669,159
FAIRFAX CITY,14-Oct-2024 06:00:01,1202,0,0,212,695,2169,0,0,695,2864,38,119,0,21,18,0,16,88,0,2036,669,159
FAIRFAX CITY,15-Oct-2024 06:00:01,1205,0,0,221,723,2342,0,0,723,3065,40,119,0,23,18,0,16,88,0,2152,738,175
FAIRFAX CITY,16-Oct-2024 06:00:01,1119,0,0,226,800,2482,0,0,800,3282,42,120,0,26,25,0,15,82,0,2277,806,199
FAIRFAX CITY,17-Oct-2024 06:00:01,1099,0,0,232,823,2624,0,0,823,3447,42,122,0,27,27,0,14,82,0,2393,849,205
FAIRFAX CITY,18-Oct-2024 06:00:01,1063,0,0,232,901,2746,0,0,901,3647,42,122,0,27,29,0,14,80,0,2509,910,228
FAIRFAX CITY,19-Oct-2024 06:00:02,1019,0,0,241,939,2973,0,0,939,3912,43,122,0,28,31,0,14,78,0,2669,993,250
FAIRFAX CITY,20-Oct-2024 06:00:02,1019,0,0,241,939,2973,0,0,939,3912,43,122,0,28,31,0,14,78,0,2669,993,250
FAIRFAX CITY,21-Oct-2024 06:00:01,1019,0,0,241,939,2973,0,0,939,3912,43,122,0,28,31,0,14,78,0,2669,993,250
FAIRFAX CITY,22-Oct-2024 06:00:01,979,0,0,250,1022,3166,0,0,1022,4188,43,122,0,29,41,0,13,68,0,2828,1083,277
FAIRFAX CITY,23-Oct-2024 06:00:01,967,0,0,251,1043,3339,0,1,1043,4383,43,129,0,29,44,0,13,72,0,2943,1143,297
FAIRFAX CITY,24-Oct-2024 05:00:02,931,0,0,256,1102,3495,0,1,1102,4598,44,129,0,29,49,0,14,67,0,3061,1213,324
FAIRFAX CITY,25-Oct-2024 05:00:01,888,0,0,258,1153,3662,0,1,1153,4816,45,129,0,32,53,0,12,63,0,3174,1301,341
FAIRFAX CITY,26-Oct-2024 05:00:01,860,0,0,268,1191,3973,0,1,1191,5165,51,130,0,39,58,0,11,58,0,3361,1430,374
FAIRFAX CITY,27-Oct-2024 05:00:01,860,0,0,279,1199,4348,0,1,1199,5548,55,130,0,41,58,0,13,58,0,3573,1546,429
FAIRFAX CITY,28-Oct-2024 05:00:01,860,0,0,279,1199,4348,0,1,1199,5548,55,130,0,41,58,0,13,58,0,3573,1546,429
FAIRFAX CITY,29-Oct-2024 05:00:01,749,0,0,292,1299,4679,0,1,1299,5979,60,131,0,47,67,0,12,50,0,3806,1695,478
FAIRFAX CITY,30-Oct-2024 05:00:02,714,0,0,294,1333,4949,0,1,1333,6283,60,131,0,47,70,0,12,47,0,3957,1805,521
FAIRFAX CITY,31-Oct-2024 05:00:01,634,0,0,302,1004,5220,398,1,1402,6623,63,132,0,52,72,0,10,46,0,4112,1944,567
FAIRFAX CITY,01-Nov-2024 05:00:02,580,0,0,311,703,5510,748,1,1451,6962,65,134,0,54,75,0,10,44,0,4260,2082,620
FAIRFAX CITY,02-Nov-2024 05:00:02,513,0,0,319,562,6071,948,1,1510,7582,69,134,0,59,76,0,9,43,0,4543,2332,707
FAIRFAX CITY,03-Nov-2024 05:00:02,467,0,57,342,495,6745,1048,1,1543,8346,74,137,0,65,80,0,8,42,0,4820,2691,835
FAIRFAX CITY,04-Nov-2024 05:00:02,467,0,98,342,395,6745,1148,1,1543,8387,74,135,0,65,78,0,8,42,0,4820,2691,876
FAIRFAX CITY,05-Nov-2024 05:00:02,388,0,99,344,379,6745,1248,1,1627,8472,74,135,0,65,81,0,8,39,0,4835,2738,899
FAIRFAX CITY,06-Nov-2024 05:00:02,325,0,99,344,340,6746,1348,1,1688,8534,74,135,0,66,84,0,7,36,0,4845,2770,919
FAIRFAX CITY,07-Nov-2024 05:00:01,285,0,99,344,378,6746,1348,1,1726,8572,74,135,0,66,85,0,7,35,0,4859,2784,929
FAIRFAX CITY,08-Nov-2024 05:00:01,263,0,99,344,401,6746,1348,1,1749,8595,74,135,0,66,91,0,7,29,0,4859,2801,935
FAIRFAX CITY,09-Nov-2024 05:00:01,240,0,99,344,416,6746,1348,8,1764,8617,75,137,0,68,96,0,6,26,0,4860,2812,945
FAIRFAX CITY,10-Nov-2024 05:00:01,240,0,99,344,416,6746,1348,8,1764,8617,75,137,0,68,96,0,6,26,0,4860,2812,945
FAIRFAX CITY,11-Nov-2024 05:00:01,240,0,99,344,416,6746,1348,8,1764,8617,75,137,0,68,96,0,6,26,0,4860,2812,945
FAIRFAX COUNTY,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
FAIRFAX COUNTY,29-Aug-2024 11:29:28,0,16930,0,1843,0,0,1,0,1,1,526,2110,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,30-Aug-2024 06:00:01,0,17548,0,1894,0,0,1,0,1,1,536,2165,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,31-Aug-2024 06:00:01,0,17930,0,1968,0,0,1,0,1,1,542,2211,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,01-Sep-2024 06:00:01,0,17930,0,1968,0,0,1,0,1,1,542,2211,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,02-Sep-2024 06:00:01,0,17930,0,1968,0,0,1,0,1,1,542,2211,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,03-Sep-2024 06:00:02,0,17930,0,1968,0,0,1,0,1,1,542,2211,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,04-Sep-2024 06:00:02,0,18979,0,2071,0,0,1,0,1,1,549,2298,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,05-Sep-2024 06:00:01,0,19600,0,2138,0,0,1,0,1,1,568,2405,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,06-Sep-2024 06:00:02,0,20044,0,2198,0,0,1,0,1,1,587,2454,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,07-Sep-2024 06:00:01,0,20522,0,2305,0,0,1,0,1,1,606,2514,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,08-Sep-2024 06:00:02,0,20650,0,2327,0,0,1,0,1,1,608,2538,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,09-Sep-2024 06:00:01,0,20650,0,2327,0,0,1,0,1,1,608,2538,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,10-Sep-2024 06:00:02,0,21343,0,2404,0,0,1,0,1,1,626,2644,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,11-Sep-2024 06:00:01,0,22240,0,2550,0,0,1,0,1,1,654,2736,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,12-Sep-2024 06:00:01,0,65986,0,2566,0,0,1,0,1,1,987,3223,0,0,0,0,0,0,0,0,1,0
FAIRFAX COUNTY,13-Sep-2024 06:00:01,0,77575,0,2602,0,0,0,0,0,0,1092,3415,0,0,0,0,0,0,0,0,0,0
FAIRFAX COUNTY,14-Sep-2024 06:00:01,0,78780,0,2751,0,0,0,0,0,0,1103,3470,0,0,0,0,0,0,0,0,0,0
FAIRFAX COUNTY,15-Sep-2024 06:00:01,0,80489,0,2893,0,0,0,0,0,0,1109,3522,0,0,0,0,0,0,0,0,0,0
FAIRFAX COUNTY,16-Sep-2024 06:00:01,0,80488,0,2894,0,0,0,0,0,0,1109,3522,0,0,0,0,0,0,0,0,0,0
FAIRFAX COUNTY,17-Sep-2024 06:00:01,0,81377,0,3040,0,0,0,0,0,0,1119,3614,0,0,0,0,0,0,0,0,0,0
FAIRFAX COUNTY,18-Sep-2024 06:00:01,82626,0,0,3251,0,0,0,0,0,0,1167,3731,0,0,0,0,1105,3453,0,0,0,0
FAIRFAX COUNTY,19-Sep-2024 06:00:01,83802,0,0,3366,0,0,0,0,0,0,1206,3812,0,0,0,0,1140,3520,0,0,0,0
FAIRFAX COUNTY,20-Sep-2024 06:00:01,84413,0,0,3484,0,0,0,0,0,0,1252,3935,0,0,0,0,1184,3622,0,0,0,0
FAIRFAX COUNTY,21-Sep-2024 06:00:01,84986,0,0,3806,0,4569,0,0,0,4569,1314,4064,0,42,15,0,1200,3713,0,3680,722,167
FAIRFAX COUNTY,22-Sep-2024 06:00:01,85609,0,0,4019,0,8613,0,0,0,8613,1388,4131,0,96,20,0,1215,3768,0,6725,1534,354
FAIRFAX COUNTY,23-Sep-2024 06:00:01,85609,0,0,4019,0,8613,0,0,0,8613,1388,4131,0,96,20,0,1215,3768,0,6725,1534,354
FAIRFAX COUNTY,24-Sep-2024 06:00:02,86081,0,0,4261,0,11573,0,0,0,11573,1423,4188,0,116,29,0,1228,3809,0,9114,1983,476
FAIRFAX COUNTY,25-Sep-2024 06:00:01,86927,1,0,4461,0,14131,0,0,0,14131,1469,4334,0,138,35,0,1252,3930,0,11167,2388,576
FAIRFAX COUNTY,26-Sep-2024 06:00:02,87695,1,0,4556,0,14131,0,0,0,14131,1480,4431,0,138,35,0,1262,4020,0,11167,2388,576
FAIRFAX COUNTY,27-Sep-2024 06:00:01,88205,1,0,4874,0,18481,56,0,56,18537,1551,4530,0,185,50,0,1283,4093,0,14684,3123,730
FAIRFAX COUNTY,28-Sep-2024 07:31:19,88205,1,0,5053,0,20997,334,0,334,21331,1583,4572,0,209,58,0,1288,4127,0,16844,3627,860
FAIRFAX COUNTY,29-Sep-2024 06:00:01,88392,1,0,5093,0,20997,334,0,334,21331,1590,4605,0,209,58,0,1293,4154,0,16844,3627,860
FAIRFAX COUNTY,30-Sep-2024 06:00:01,88392,1,0,5093,0,20997,334,0,334,21331,1590,4605,0,209,58,0,1293,4154,0,16844,3627,860
FAIRFAX COUNTY,01-Oct-2024 06:00:02,88411,1,0,5316,0,23298,1117,0,1117,24415,1643,4710,0,232,90,0,1314,4211,0,19247,4178,990
FAIRFAX COUNTY,02-Oct-2024 06:00:01,86915,1,0,5532,6,25327,3956,0,3962,29289,1696,4793,0,245,93,0,1342,4279,0,23080,5067,1142
FAIRFAX COUNTY,03-Oct-2024 06:00:02,84187,1,0,5668,12,27290,7472,0,7484,34774,1732,4886,0,316,173,0,1304,4277,0,27250,6163,1361
FAIRFAX COUNTY,04-Oct-2024 06:00:01,81610,1,0,5717,20,27291,10642,0,10662,37953,1747,4972,0,338,216,0,1295,4309,0,29575,6854,1524
FAIRFAX COUNTY,05-Oct-2024 06:00:02,77516,1,0,6022,27,32964,15566,0,15593,48557,1833,5047,0,412,327,0,1304,4256,0,37042,9373,2142
FAIRFAX COUNTY,06-Oct-2024 06:00:01,77862,1,0,6052,27,32964,15566,0,15593,48557,1845,5073,0,412,326,0,1315,4279,0,37042,9373,2142
FAIRFAX COUNTY,07-Oct-2024 06:00:01,77859,1,0,6056,27,32964,15566,0,15593,48557,1845,5073,0,412,326,0,1315,4279,0,37042,9373,2142
FAIRFAX COUNTY,08-Oct-2024 06:00:01,75179,2,0,6331,27,35741,19845,0,19872,55613,1878,5149,0,481,415,0,1278,4256,0,41709,11252,2652
FAIRFAX COUNTY,09-Oct-2024 06:00:02,73305,2,0,6600,28,37926,23084,0,23112,61038,1941,5253,0,538,557,0,1281,4199,0,45121,12825,3092
FAIRFAX COUNTY,10-Oct-2024 06:00:01,72153,3,0,6794,43,40011,25282,0,25325,65336,2010,5318,0,603,625,0,1281,4186,0,47874,13974,3488
FAIRFAX COUNTY,11-Oct-2024 06:00:01,69720,3,0,6997,78,42030,28401,0,28479,70509,2082,5404,0,668,739,0,1285,4151,0,51192,15409,3908
FAIRFAX COUNTY,12-Oct-2024 06:00:02,67861,3,0,7287,96,45468,30685,0,30781,76249,2178,5476,0,755,896,0,1287,4053,0,54488,17116,4645
FAIRFAX COUNTY,13-Oct-2024 06:00:01,68272,3,0,7346,96,45468,30685,0,30781,76249,2193,5509,0,755,896,0,1299,4084,0,54488,17116,4645
FAIRFAX COUNTY,14-Oct-2024 06:00:01,68271,3,0,7348,96,45468,30685,0,30781,76249,2193,5509,0,755,896,0,1299,4084,0,54488,17116,4645
FAIRFAX COUNTY,15-Oct-2024 06:00:01,68332,3,0,7750,107,49165,31993,0,32100,81265,2286,5594,0,804,1010,0,1336,4040,0,57402,18509,5354
FAIRFAX COUNTY,16-Oct-2024 06:00:01,66602,2,0,8018,127,51997,34539,0,34666,86663,2342,5684,0,869,1080,0,1324,4043,0,60613,20026,6024
FAIRFAX COUNTY,17-Oct-2024 06:00:01,64476,0,21,8274,105,54440,37535,0,37640,92101,2418,5728,0,980,1232,0,1281,3924,0,63568,21819,6714
FAIRFAX COUNTY,18-Oct-2024 06:00:01,64345,0,51,8673,49,64821,38378,0,38427,103299,2541,5795,0,1098,1435,0,1283,3773,0,71350,24341,7608
FAIRFAX COUNTY,19-Oct-2024 06:00:02,61950,1,115,9131,78,76298,41178,0,41256,117669,2699,5851,0,1241,1584,0,1290,3667,0,80773,27969,8927
FAIRFAX COUNTY,20-Oct-2024 06:00:02,62165,1,199,9550,80,91340,41178,0,41258,132797,2948,5917,0,1450,1628,0,1323,3682,0,90278,32099,10420
FAIRFAX COUNTY,21-Oct-2024 06:00:01,62164,1,209,9552,80,91340,41178,0,41258,132807,2949,5919,0,1450,1628,0,1324,3684,0,90278,32099,10430
FAIRFAX COUNTY,22-Oct-2024 06:00:01,58267,3,302,10014,137,101610,45805,0,45942,147854,3080,5981,0,1612,1919,0,1290,3437,0,99262,36530,12062
FAIRFAX COUNTY,23-Oct-2024 06:00:01,54350,3,386,10393,158,111110,50155,0,50313,161809,3219,6032,0,1781,2177,0,1249,3220,0,107929,40446,13434
FAIRFAX COUNTY,24-Oct-2024 05:00:02,50983,3,485,10735,91,119994,54307,0,54398,174877,3338,6059,0,1959,2388,0,1187,3031,0,115966,44178,14733
FAIRFAX COUNTY,25-Oct-2024 05:00:01,48268,2,591,11095,128,129080,57549,0,57677,187348,3522,6110,0,2122,2657,0,1196,2804,0,123130,48008,16210
FAIRFAX COUNTY,26-Oct-2024 05:00:01,46753,2,727,11559,167,140180,59719,0,59886,200793,3706,6174,0,2303,2821,0,1190,2694,0,130547,52327,17919
